Date,Time,Open,High,Low,Close,Volume,NumberOfTrades,BidVolume,AskVolume
2019/03/13,13:45:00,114 31.5/32,114 31.75/32,114 31/32,114 31.5/32,21544,1619,9475,12069
2019/03/13,13:50:00,114 31.5/32,114 31.75/32,114 31.5/32,114 31.5/32,1183,149,72,1111
2019/03/13,13:55:00,114 31.75/32,115 0/32,114 31.25/32,114 31.75/32,12224,1166,5119,7105
2019/03/13,14:00:00,114 31.75/32,115 0/32,114 31.75/32,115 0/32,4999,520,608,4391
2019/03/13,14:05:00,114 31.75/32,115 0.5/32,114 31.75/32,115 0.25/32,10197,767,3325,6872
2019/03/13,14:10:00,115 0.5/32,115 0.5/32,115 0/32,115 0.5/32,4777,396,2942,1835
2019/03/13,14:15:00,115 0.5/32,115 0.5/32,114 31.5/32,114 31.5/32,4733,556,2951,1782
2019/03/13,14:20:00,114 31.75/32,115 0.25/32,114 31.75/32,114 31.75/32,9280,856,5535,3745
2019/03/13,14:25:00,115 0/32,115 0/32,114 31.5/32,114 31.5/32,2108,198,1368,740
2019/03/13,14:30:00,114 31.75/32,114 31.75/32,114 31.5/32,114 31.5/32,2157,238,632,1525
2019/03/13,14:35:00,114 31.75/32,114 31.75/32,114 31.5/32,114 31.5/32,883,95,406,477
2019/03/13,14:40:00,114 31.75/32,114 31.75/32,114 31.5/32,114 31.5/32,153,27,67,86
2019/03/13,14:45:00,114 31.5/32,114 31.75/32,114 31.25/32,114 31.25/32,4152,298,3344,808
2019/03/13,14:50:00,114 31.25/32,114 31.25/32,114 31/32,114 31.25/32,4007,411,1787,2220
2019/03/13,14:55:00,114 31.25/32,114 31.25/32,114 31/32,114 31.25/32,480,57,95,385
2019/03/13,15:00:00,114 31/32,114 31.25/32,114 31/32,114 31.25/32,324,73,138,186
2019/03/13,15:05:00,114 31.25/32,114 31.25/32,114 31/32,114 31.25/32,569,53,5,564
2019/03/13,15:10:00,114 31/32,114 31.25/32,114 31/32,114 31/32,254,45,113,141
2019/03/13,15:15:00,114 31.25/32,114 31.25/32,114 31/32,114 31/32,4438,251,3975,463
2019/03/13,15:20:00,114 30.75/32,114 31/32,114 30.25/32,114 30.5/32,3444,383,3030,414
2019/03/13,15:25:00,114 30.25/32,114 30.5/32,114 30/32,114 30/32,5081,531,3407,1674
2019/03/13,15:30:00,114 30.25/32,114 30.25/32,114 29.75/32,114 29.75/32,4275,381,2927,1348
2019/03/13,15:35:00,114 29.75/32,114 29.75/32,114 29.5/32,114 29.5/32,3252,296,2226,1026
2019/03/13,15:40:00,114 29.25/32,114 29.5/32,114 28.75/32,114 28.75/32,6221,615,4446,1775
2019/03/13,15:45:00,114 29/32,114 29.25/32,114 28.75/32,114 29/32,2553,313,1003,1550
2019/03/13,15:50:00,114 28.75/32,114 29/32,114 28.75/32,114 28.75/32,3406,301,2559,847
2019/03/13,15:55:00,114 29/32,114 29/32,114 28.75/32,114 28.75/32,2464,267,911,1553
2019/03/13,17:00:00,114 29/32,114 29.25/32,114 28.75/32,114 28.75/32,567,37,224,343
2019/03/13,17:05:00,114 29/32,114 29/32,114 28.75/32,114 29/32,287,44,277,10
2019/03/13,17:10:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.75/32,706,18,341,365
2019/03/13,17:15:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,2,1,0,2
2019/03/13,17:20:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,194,17,127,67
2019/03/13,17:25:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,37,10,36,1
2019/03/13,17:30:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.75/32,117,23,28,89
2019/03/13,17:35:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.75/32,9,6,4,5
2019/03/13,17:40:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,75,1,0,75
2019/03/13,17:45:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,28,28,0,28
2019/03/13,17:50:00,114 28.75/32,114 29/32,114 28.75/32,114 29/32,108,30,0,108
2019/03/13,17:55:00,114 29/32,114 29/32,114 29/32,114 29/32,8,7,0,8
2019/03/13,18:00:00,114 29/32,114 29/32,114 28.75/32,114 29/32,61,22,1,60
2019/03/13,18:05:00,114 29/32,114 29/32,114 29/32,114 29/32,20,19,0,20
2019/03/13,18:10:00,114 29/32,114 29/32,114 28.75/32,114 29/32,114,33,1,113
2019/03/13,18:15:00,114 29/32,114 29.25/32,114 29/32,114 29/32,917,74,441,476
2019/03/13,18:20:00,114 29.25/32,114 29.25/32,114 29/32,114 29/32,23,19,10,13
2019/03/13,18:25:00,114 29.25/32,114 29.25/32,114 29.25/32,114 29.25/32,26,25,0,26
2019/03/13,18:30:00,114 29.25/32,114 29.25/32,114 29.25/32,114 29.25/32,169,17,0,169
2019/03/13,18:35:00,114 29.25/32,114 29.5/32,114 29.25/32,114 29.25/32,1139,223,648,491
2019/03/13,18:40:00,114 29.25/32,114 29.5/32,114 29.25/32,114 29.25/32,23,20,7,16
2019/03/13,18:45:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,21,21,0,21
2019/03/13,18:50:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.5/32,16,16,2,14
2019/03/13,18:55:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.5/32,14,14,1,13
2019/03/13,19:00:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,34,16,0,34
2019/03/13,19:05:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.5/32,174,20,11,163
2019/03/13,19:10:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,20,20,0,20
2019/03/13,19:15:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,97,27,0,97
2019/03/13,19:20:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,2,2,0,2
2019/03/13,19:25:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.25/32,112,47,79,33
2019/03/13,19:30:00,114 29.25/32,114 29.25/32,114 29.25/32,114 29.25/32,2371,343,2371,0
2019/03/13,19:35:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,84,27,0,84
2019/03/13,19:40:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.25/32,517,106,245,272
2019/03/13,19:45:00,114 29.25/32,114 29.5/32,114 29.25/32,114 29.5/32,289,47,146,143
2019/03/13,19:50:00,114 29.5/32,114 29.5/32,114 29.5/32,114 29.5/32,41,31,0,41
2019/03/13,19:55:00,114 29.5/32,114 29.5/32,114 29/32,114 29.5/32,593,117,315,278
2019/03/13,20:00:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.5/32,47,19,5,42
2019/03/13,20:05:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.5/32,153,31,142,11
2019/03/13,20:10:00,114 29.25/32,114 29.25/32,114 29/32,114 29/32,1703,257,890,813
2019/03/13,20:15:00,114 29/32,114 29/32,114 28.75/32,114 29/32,854,168,460,394
2019/03/13,20:20:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,299,54,233,66
2019/03/13,20:25:00,114 29/32,114 29/32,114 29/32,114 29/32,26,18,0,26
2019/03/13,20:30:00,114 29/32,114 29/32,114 28.75/32,114 29/32,89,35,1,88
2019/03/13,20:35:00,114 29/32,114 29.25/32,114 29/32,114 29/32,562,88,334,228
2019/03/13,20:40:00,114 29/32,114 29/32,114 28.5/32,114 28.5/32,224,41,110,114
2019/03/13,20:45:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,1596,191,1555,41
2019/03/13,20:50:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,145,36,107,38
2019/03/13,20:55:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,587,74,52,535
2019/03/13,21:00:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,1166,179,539,627
2019/03/13,21:05:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,841,94,458,383
2019/03/13,21:10:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,19,8,0,19
2019/03/13,21:15:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,28,20,0,28
2019/03/13,21:20:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,68,29,0,68
2019/03/13,21:25:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,16,8,0,16
2019/03/13,21:30:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,33,13,0,33
2019/03/13,21:35:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,19,7,0,19
2019/03/13,21:40:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,331,64,0,331
2019/03/13,21:45:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,22,14,0,22
2019/03/13,21:50:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,15,7,0,15
2019/03/13,21:55:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,66,17,0,66
2019/03/13,22:00:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,15,5,0,15
2019/03/13,22:05:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,14,5,0,14
2019/03/13,22:10:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,220,22,0,220
2019/03/13,22:15:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,453,62,405,48
2019/03/13,22:20:00,114 28/32,114 28.25/32,114 28/32,114 28.25/32,58,15,37,21
2019/03/13,22:25:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,423,65,84,339
2019/03/13,22:30:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,369,66,355,14
2019/03/13,22:35:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.75/32,640,171,209,431
2019/03/13,22:40:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.5/32,312,36,300,12
2019/03/13,22:45:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,145,38,70,75
2019/03/13,22:50:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,51,19,0,51
2019/03/13,22:55:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,24,11,0,24
2019/03/13,23:00:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,107,41,1,106
2019/03/13,23:05:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,15,8,0,15
2019/03/13,23:10:00,114 28.5/32,114 28.5/32,114 28/32,114 28.25/32,778,130,494,284
2019/03/13,23:15:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,92,25,20,72
2019/03/13,23:20:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,18,8,2,16
2019/03/13,23:25:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,29,10,13,16
2019/03/13,23:30:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,35,20,5,30
2019/03/13,23:35:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,15,6,0,15
2019/03/13,23:40:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,15,5,0,15
2019/03/13,23:45:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,15,6,0,15
2019/03/13,23:50:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,9,6,0,9
2019/03/13,23:55:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,264,26,250,14
2019/03/14,0:00:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,55,12,5,50
2019/03/14,0:05:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,84,13,69,15
2019/03/14,0:10:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,155,36,94,61
2019/03/14,0:15:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,17,7,0,17
2019/03/14,0:20:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,10,5,0,10
2019/03/14,0:25:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,11,6,5,6
2019/03/14,0:30:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,30,4,10,20
2019/03/14,0:35:00,114 28.5/32,114 28.5/32,114 28.5/32,114 28.5/32,1,1,0,1
2019/03/14,0:40:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,259,52,259,0
2019/03/14,0:45:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,382,87,171,211
2019/03/14,0:50:00,114 28.25/32,114 28.25/32,114 28/32,114 28/32,293,74,145,148
2019/03/14,0:55:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,82,7,0,82
2019/03/14,1:00:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,419,66,133,286
2019/03/14,1:05:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,664,107,373,291
2019/03/14,1:10:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,539,46,11,528
2019/03/14,1:15:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,1090,95,896,194
2019/03/14,1:20:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,13,7,6,7
2019/03/14,1:25:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,116,10,113,3
2019/03/14,1:30:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,7,3,6,1
2019/03/14,1:35:00,114 28.25/32,114 28.25/32,114 28.25/32,114 28.25/32,13,2,13,0
2019/03/14,1:40:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.25/32,231,35,11,220
2019/03/14,1:45:00,114 28.25/32,114 28.5/32,114 28/32,114 28.25/32,524,90,241,283
2019/03/14,1:50:00,114 28.25/32,114 28.5/32,114 28/32,114 28.5/32,252,78,91,161
2019/03/14,1:55:00,114 28.25/32,114 28.75/32,114 28.25/32,114 28.75/32,506,95,88,418
2019/03/14,2:00:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,546,102,301,245
2019/03/14,2:05:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.75/32,630,129,357,273
2019/03/14,2:10:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.5/32,211,29,141,70
2019/03/14,2:15:00,114 28.5/32,114 28.75/32,114 28.25/32,114 28.75/32,1012,136,495,517
2019/03/14,2:20:00,114 28.75/32,114 28.75/32,114 28.25/32,114 28.25/32,558,128,196,362
2019/03/14,2:25:00,114 28.5/32,114 28.75/32,114 28.25/32,114 28.75/32,406,80,168,238
2019/03/14,2:30:00,114 28.75/32,114 28.75/32,114 28.25/32,114 28.25/32,221,49,196,25
2019/03/14,2:35:00,114 28.25/32,114 28.5/32,114 28/32,114 28/32,1063,116,979,84
2019/03/14,2:40:00,114 28.25/32,114 28.25/32,114 28/32,114 28.25/32,258,29,136,122
2019/03/14,2:45:00,114 28.25/32,114 28.75/32,114 28.25/32,114 28.5/32,1939,301,674,1265
2019/03/14,2:50:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.75/32,4706,353,1407,3299
2019/03/14,2:55:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.5/32,91,38,84,7
2019/03/14,3:00:00,114 28.5/32,114 28.75/32,114 28/32,114 28/32,4035,433,2383,1652
2019/03/14,3:05:00,114 28/32,114 28/32,114 27.5/32,114 27.5/32,2260,232,1893,367
2019/03/14,3:10:00,114 27.5/32,114 27.5/32,114 27/32,114 27.25/32,1435,237,853,582
2019/03/14,3:15:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,1876,397,1005,871
2019/03/14,3:20:00,114 27.25/32,114 27.25/32,114 27/32,114 27/32,1103,200,562,541
2019/03/14,3:25:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,1083,218,628,455
2019/03/14,3:30:00,114 27.25/32,114 27.75/32,114 27.25/32,114 27.25/32,4963,298,4482,481
2019/03/14,3:35:00,114 27.25/32,114 27.25/32,114 27.25/32,114 27.25/32,508,113,347,161
2019/03/14,3:40:00,114 27.25/32,114 27.25/32,114 27/32,114 27.25/32,265,31,144,121
2019/03/14,3:45:00,114 27.25/32,114 27.5/32,114 27.25/32,114 27.25/32,713,165,311,402
2019/03/14,3:50:00,114 27.25/32,114 27.75/32,114 27.25/32,114 27.5/32,517,105,194,323
2019/03/14,3:55:00,114 27.5/32,114 27.5/32,114 27.25/32,114 27.5/32,421,82,359,62
2019/03/14,4:00:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.75/32,1068,177,492,576
2019/03/14,4:05:00,114 27.5/32,114 27.75/32,114 27.25/32,114 27.75/32,1044,199,289,755
2019/03/14,4:10:00,114 27.75/32,114 28/32,114 27.5/32,114 27.75/32,857,147,545,312
2019/03/14,4:15:00,114 28/32,114 28/32,114 27.5/32,114 27.75/32,870,145,375,495
2019/03/14,4:20:00,114 27.75/32,114 28/32,114 27.75/32,114 28/32,763,100,8,755
2019/03/14,4:25:00,114 28/32,114 28.25/32,114 28/32,114 28/32,2753,274,405,2348
2019/03/14,4:30:00,114 28/32,114 28.25/32,114 28/32,114 28.25/32,393,94,183,210
2019/03/14,4:35:00,114 28/32,114 28.25/32,114 27.75/32,114 28.25/32,826,138,589,237
2019/03/14,4:40:00,114 28/32,114 28/32,114 27.75/32,114 27.75/32,1320,108,1308,12
2019/03/14,4:45:00,114 28/32,114 28/32,114 27.75/32,114 27.75/32,94,17,71,23
2019/03/14,4:50:00,114 27.75/32,114 27.75/32,114 27.5/32,114 27.75/32,1008,145,712,296
2019/03/14,4:55:00,114 27.5/32,114 27.75/32,114 27.5/32,114 27.5/32,1020,159,288,732
2019/03/14,5:00:00,114 27.75/32,114 28.75/32,114 27.75/32,114 28.75/32,4346,656,1587,2759
2019/03/14,5:05:00,114 28.75/32,114 29.25/32,114 28.75/32,114 29/32,926,177,298,628
2019/03/14,5:10:00,114 29/32,114 29.25/32,114 28.75/32,114 28.75/32,3089,376,1561,1528
2019/03/14,5:15:00,114 28.75/32,114 29/32,114 28.5/32,114 28.75/32,664,105,578,86
2019/03/14,5:20:00,114 28.75/32,114 29/32,114 28.75/32,114 28.75/32,846,118,245,601
2019/03/14,5:25:00,114 28.75/32,114 29/32,114 28.75/32,114 28.75/32,514,113,293,221
2019/03/14,5:30:00,114 29/32,114 29/32,114 28.75/32,114 28.75/32,1476,160,529,947
2019/03/14,5:35:00,114 28.75/32,114 29/32,114 28.75/32,114 28.75/32,1611,235,797,814
2019/03/14,5:40:00,114 28.75/32,114 29/32,114 28.5/32,114 28.5/32,1226,188,519,707
2019/03/14,5:45:00,114 28.5/32,114 29/32,114 28.5/32,114 28.75/32,1560,237,543,1017
2019/03/14,5:50:00,114 28.75/32,114 29/32,114 28.75/32,114 28.75/32,2058,163,363,1695
2019/03/14,5:55:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.5/32,1513,223,609,904
2019/03/14,6:00:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.5/32,717,154,327,390
2019/03/14,6:05:00,114 28.5/32,114 28.5/32,114 28.25/32,114 28.25/32,1438,176,853,585
2019/03/14,6:10:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.25/32,840,124,585,255
2019/03/14,6:15:00,114 28.25/32,114 28.25/32,114 28/32,114 28/32,2751,386,1674,1077
2019/03/14,6:20:00,114 28/32,114 28.25/32,114 28/32,114 28/32,334,33,261,73
2019/03/14,6:25:00,114 28.25/32,114 28.5/32,114 28/32,114 28/32,800,149,360,440
2019/03/14,6:30:00,114 28/32,114 28.5/32,114 28/32,114 28.25/32,1177,73,125,1052
2019/03/14,6:35:00,114 28.25/32,114 28.5/32,114 28.25/32,114 28.5/32,2410,293,331,2079
2019/03/14,6:40:00,114 28.5/32,114 28.75/32,114 28.25/32,114 28.75/32,1457,117,1027,430
2019/03/14,6:45:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.5/32,560,66,533,27
2019/03/14,6:50:00,114 28.5/32,114 28.75/32,114 28.5/32,114 28.75/32,2293,289,655,1638
2019/03/14,6:55:00,114 28.75/32,114 28.75/32,114 28.5/32,114 28.75/32,1241,237,291,950
2019/03/14,7:00:00,114 28.75/32,114 28.75/32,114 28.75/32,114 28.75/32,1904,255,1281,623
2019/03/14,7:05:00,114 29/32,114 29.25/32,114 28.75/32,114 29/32,3873,399,929,2944
2019/03/14,7:10:00,114 29/32,114 29.5/32,114 28.75/32,114 29.5/32,3146,288,462,2684
2019/03/14,7:15:00,114 29.5/32,114 29.5/32,114 28.75/32,114 29.25/32,7548,630,6326,1222
2019/03/14,7:20:00,114 29/32,114 29.25/32,114 28.75/32,114 28.75/32,2237,417,1589,648
2019/03/14,7:25:00,114 29/32,114 29.25/32,114 28.75/32,114 29.25/32,2766,477,781,1985
2019/03/14,7:30:00,114 29.25/32,114 29.75/32,114 29/32,114 29.25/32,8270,982,3818,4452
2019/03/14,7:35:00,114 29.5/32,114 30/32,114 29.25/32,114 29.5/32,4040,570,1832,2208
2019/03/14,7:40:00,114 29.5/32,114 30/32,114 29.25/32,114 29.75/32,8178,682,3581,4597
2019/03/14,7:45:00,114 29.75/32,114 30/32,114 29.5/32,114 29.5/32,2913,358,1528,1385
2019/03/14,7:50:00,114 29.5/32,114 29.5/32,114 29.25/32,114 29.25/32,5449,600,4002,1447
2019/03/14,7:55:00,114 29.25/32,114 29.5/32,114 29/32,114 29.25/32,4327,459,2474,1853
2019/03/14,8:00:00,114 29.25/32,114 29.75/32,114 29.25/32,114 29.75/32,2197,294,483,1714
2019/03/14,8:05:00,114 29.5/32,114 30.25/32,114 29.5/32,114 30/32,5366,435,2144,3222
2019/03/14,8:10:00,114 30/32,114 30.25/32,114 29.75/32,114 30.25/32,3308,339,1380,1928
2019/03/14,8:15:00,114 30.25/32,114 30.75/32,114 30.25/32,114 30.75/32,8867,973,3305,5562
2019/03/14,8:20:00,114 30.75/32,114 30.75/32,114 30.25/32,114 30.5/32,8675,874,3060,5615
2019/03/14,8:25:00,114 30.5/32,114 31/32,114 30.5/32,114 30.75/32,8061,701,2619,5442
2019/03/14,8:30:00,114 30.75/32,114 31.25/32,114 30.75/32,114 31/32,5075,480,2834,2241
2019/03/14,8:35:00,114 31/32,114 31/32,114 30.75/32,114 30.75/32,5779,701,3417,2362
2019/03/14,8:40:00,114 30.75/32,114 31/32,114 30.5/32,114 30.5/32,2987,429,2192,795
2019/03/14,8:45:00,114 30.75/32,114 30.75/32,114 30.25/32,114 30.5/32,4945,521,3415,1530
2019/03/14,8:50:00,114 30.5/32,114 30.5/32,114 29.75/32,114 30/32,5383,561,2788,2595
2019/03/14,8:55:00,114 30/32,114 30.25/32,114 29.75/32,114 30/32,3306,410,1287,2019
2019/03/14,9:00:00,114 30/32,114 31.25/32,114 30/32,114 31.25/32,6521,718,737,5784
2019/03/14,9:05:00,114 31.25/32,115 0/32,114 31/32,115 0/32,16509,1333,2869,13640
2019/03/14,9:10:00,115 0/32,115 0.25/32,114 31.75/32,114 31.75/32,10429,1090,5131,5298
2019/03/14,9:15:00,114 31.75/32,115 0.25/32,114 31.5/32,114 31.75/32,6340,727,3192,3148
2019/03/14,9:20:00,114 31.5/32,114 31.75/32,114 31/32,114 31.5/32,3277,481,2351,926
2019/03/14,9:25:00,114 31.5/32,114 31.5/32,114 31/32,114 31/32,1763,242,578,1185
2019/03/14,9:30:00,114 31.25/32,114 31.75/32,114 30.5/32,114 30.75/32,6236,636,3625,2611
2019/03/14,9:35:00,114 31/32,114 31/32,114 30.5/32,114 30.5/32,3703,469,1928,1775
2019/03/14,9:40:00,114 30.25/32,114 30.5/32,114 30/32,114 30/32,3421,464,2463,958
2019/03/14,9:45:00,114 30.25/32,114 30.5/32,114 30.25/32,114 30.25/32,4668,469,2973,1695
2019/03/14,9:50:00,114 30.25/32,114 30.5/32,114 30.25/32,114 30.25/32,2047,366,1421,626
2019/03/14,9:55:00,114 30.25/32,114 30.75/32,114 30.25/32,114 30.25/32,2371,288,1211,1160
2019/03/14,10:00:00,114 30.5/32,114 30.75/32,114 30.25/32,114 30.75/32,3484,410,1462,2022
2019/03/14,10:05:00,114 30.5/32,114 30.75/32,114 30.5/32,114 30.75/32,2985,386,1986,999
2019/03/14,10:10:00,114 30.5/32,114 30.75/32,114 30/32,114 30.25/32,2853,251,2740,113
2019/03/14,10:15:00,114 30/32,114 30.5/32,114 29.75/32,114 30/32,8305,975,4231,4074
2019/03/14,10:20:00,114 29.75/32,114 30.25/32,114 29.5/32,114 29.75/32,4009,424,2005,2004
2019/03/14,10:25:00,114 29.75/32,114 30/32,114 29.5/32,114 30/32,4382,467,1880,2502
2019/03/14,10:30:00,114 29.75/32,114 30/32,114 29.75/32,114 29.75/32,5451,767,3014,2437
2019/03/14,10:35:00,114 30/32,114 30/32,114 29.75/32,114 29.75/32,5287,436,2330,2957
2019/03/14,10:40:00,114 30/32,114 30/32,114 29.75/32,114 29.75/32,331,51,35,296
2019/03/14,10:45:00,114 29.75/32,114 30/32,114 29.75/32,114 30/32,2295,280,1273,1022
2019/03/14,10:50:00,114 30/32,114 30/32,114 29.5/32,114 29.75/32,4625,582,3545,1080
2019/03/14,10:55:00,114 29.75/32,114 29.75/32,114 29/32,114 29.25/32,5957,793,3485,2472
2019/03/14,11:00:00,114 29/32,114 29.25/32,114 28.25/32,114 28.25/32,7661,859,5537,2124
2019/03/14,11:05:00,114 28.25/32,114 28.5/32,114 27.5/32,114 27.75/32,13102,1513,7449,5653
2019/03/14,11:10:00,114 27.75/32,114 28.25/32,114 27.75/32,114 28.25/32,7030,883,3096,3934
2019/03/14,11:15:00,114 28.25/32,114 28.5/32,114 28/32,114 28.5/32,7709,534,4644,3065
2019/03/14,11:20:00,114 28.75/32,114 29/32,114 28.5/32,114 28.75/32,7194,838,3368,3826
2019/03/14,11:25:00,114 29/32,114 29.5/32,114 28.75/32,114 29.5/32,8204,803,3102,5102
2019/03/14,11:30:00,114 29.25/32,114 29.25/32,114 28.75/32,114 29/32,3530,307,681,2849
2019/03/14,11:35:00,114 29.25/32,114 29.25/32,114 29/32,114 29.25/32,3754,452,1837,1917
2019/03/14,11:40:00,114 29.25/32,114 30/32,114 29.25/32,114 29.75/32,2991,462,710,2281
2019/03/14,11:45:00,114 29.75/32,114 29.75/32,114 29.5/32,114 29.5/32,301,44,148,153
2019/03/14,11:50:00,114 29.75/32,114 29.75/32,114 29.5/32,114 29.75/32,2107,294,999,1108
2019/03/14,11:55:00,114 29.75/32,114 30.25/32,114 29.75/32,114 30.25/32,7535,762,2395,5140
2019/03/14,12:00:00,114 30.25/32,114 30.75/32,114 30/32,114 30.5/32,6597,770,3719,2878
2019/03/14,12:05:00,114 30.25/32,114 30.75/32,114 30.25/32,114 30.25/32,7975,884,3920,4055
2019/03/14,12:10:00,114 30.25/32,114 30.5/32,114 30/32,114 30.25/32,3902,491,1935,1967
2019/03/14,12:15:00,114 30.25/32,114 30.5/32,114 30/32,114 30/32,3117,197,1810,1307
2019/03/14,12:20:00,114 30/32,114 30.5/32,114 29.75/32,114 30.5/32,4245,462,1675,2570
2019/03/14,12:25:00,114 30.5/32,114 30.5/32,114 30/32,114 30/32,5390,539,3364,2026
2019/03/14,12:30:00,114 30.25/32,114 30.25/32,114 29.75/32,114 29.75/32,576,94,499,77
2019/03/14,12:35:00,114 30/32,114 30.25/32,114 29.75/32,114 30/32,7249,444,1534,5715
2019/03/14,12:40:00,114 30/32,114 30.25/32,114 29.75/32,114 29.75/32,1776,192,868,908
